155972933234335745	P
156151239544029184	N
156331736467386368	N
156348605396041728	N
156431083976667136	P
156433228998262785	NEU
156471580027920384	N
156483302818185217	NEU
156484668001222657	NEU
156606336073871360	P
156623746743021568	NEU
156626456783503363	P
156637959242784768	N
156652590568968192	N
156657520339992577	P
156657766973448193	N
156692756704673792	NEU
156694463299846144	NEU
156713313080836096	NEU
156747125080858624	NEU
156766657484828673	N
156795850931175424	P
156849984757702656	N
156991787796402176	NEU
157039673452146688	N
157043271825227776	N
157095852148666368	NEU
157155467452358657	NEU
157183273137741826	NEU
157204073735655424	P
157209029876269057	N
157210225156440065	P
157345806649794560	NEU
157445613104013312	NEU
157460447140917249	N
157584187854041089	P
157698562715697152	NEU
157700371727396864	P
157725128057298944	N
157726000468336641	N
157755294095650816	NEU
157799083677978625	P
157918161667244032	N
158138434760867840	NEU
158229589364191235	P
158240867872817152	N
158254409753702400	P
158274295229988865	P
158309566801657856	N
158449395245924352	N
158449840962015233	N
158490514608500736	P
158490525954093056	N
158490714462879744	NEU
158498148350820352	N
158499927595552769	P
158511728131457025	NEU
158512947881185280	P
158519254113730562	NEU
158600167602401280	N
158695377112006656	N
158831347656437760	P
158883563985575936	N
158883911936647169	P
158909609795518465	NEU
158965564604289024	NEU
158985082873462784	N
158991846763266048	P
159182412516048896	NEU
159186037988528128	NEU
159238830296268800	N
159248873041313793	NEU
159310440625750016	N
159341077164343296	P
159364227549765633	NEU
159503524319862785	NEU
159574163433074688	N
159598214624976896	N
159613085915693056	P
159685108369076226	NEU
159692694392807425	P
159708730773082112	N
159712038006964225	N
159774865711312896	P
159806924538384384	NEU
159875751171207168	N
159895512517058560	NEU
159914608889569281	P
159916046420164608	N
159916295498891264	NEU
159932554512830464	NEU
159938647066554368	P
159965660770869250	NEU
159985372007378944	P
160039503489269760	NEU
160071601013002242	P
160281769822785536	NEU
160322125679431680	P
160326201771163648	P
160367825461063682	NEU
160378389398700032	P
160406736358998016	P
160483108318224385	N
160489199932407808	P
160758179603554304	P
160786150859083776	P
160857658012876801	NEU
161025727754534913	NEU
161038377540534272	N
161047029903147011	N
161079543036252160	N
161098667732910081	NEU
161157097856319488	N
161182959431454720	NEU
161326177682849793	N
161361826792218624	N
161364198075547648	P
161380810396672002	NEU
161418312197218306	N
161423920661135361	NEU
161530540833517568	P
161660725771780096	NEU
161708663042621440	N
161714419666137091	P
161752066581204993	N
161873681935630337	P
161879346620014592	NEU
161879612526309376	NEU
161885251998720000	N
161888642984443906	P
161909165852336128	N
161930535936069633	P
161930862894653440	N
161931186384551936	P
161944662242897920	NEU
162079078164340736	NEU
162082436992344064	N
162087819748184064	NEU
162094007470661632	NEU
162111539518767105	P
162310599450177536	P
162435362264854528	N
162446761061908480	N
162448838739771393	NEU
162459166307385344	P
162471178689191936	N
162473444825505792	N
162490602209017856	P
162513808999460864	NEU
162534769773641729	P
162536522275504131	N
162562477094223873	NEU
162574424015511552	N
162604967855788032	P
162623003702738944	N
162802867714007040	P
162814721614020608	NEU
162870943285391360	N
162901728159735808	NEU
162947672637063168	P
162971356697337857	N
162987498224631808	P
162994423016333312	N
163016499945148416	P
163058161106944001	N
163311344291037184	N
163367004919705601	N
163654512790355968	P
163696464650973184	P
163706851295375360	P
163878194926198784	NEU
163960390005440512	N
163975030252900352	N
163986048534331393	NEU
163986740045037568	NEU
164003339070210048	NEU
164026281162317824	P
164045276691181568	NEU
164045482463739908	N
164064322031591424	NEU
164068605988847616	N
164117759582670848	NEU
164236772656685057	NEU
164241361363681280	NEU
164266115869057024	NEU
164297894046859264	N
164313808641331201	NEU
164335627981168640	NEU
164406244470308864	P
164448677774098433	P
164693780514091009	P
164702331441655809	N
164782997923573760	P
164792045922295808	NEU
164820499975770112	P
165074704154103809	P
165082040516087810	N
165093351224385537	P
165126322950115328	N
165131041823145984	N
165150002484752384	N
165163163455725570	N
165168382373675008	P
165173677225295872	P
165189382654013440	N
165331539008307200	P
165331675298021377	NEU
165348655723847681	P
165350296883699712	NEU
165388179191496705	N
165401122679439360	N
165421234132238336	N
165441744941490177	N
165448526300581888	N
165457954164838400	NEU
165491328094961664	P
165510094866481152	NEU
165520664348991489	N
165691405379960832	NEU
165715163138371584	P
165745531832909824	N
165746292948086785	NEU
165747469630701568	N
165749379242803200	N
165752742416105473	P
165754508096438272	N
165764595649220608	P
165803549891117056	NEU
165835907138715648	N
165840750104416256	NEU
165842434654343169	P
165854139396534272	NEU
165865926204473344	NEU
165887067363094528	N
165907071294914560	NEU
165933979478921217	P
165970910304669697	N
165973795402821632	P
166110440936583168	P
166136920286564353	N
166184383693340673	P
166206272503418880	NEU
166232966224297984	N
166283239261077504	P
166419617932259328	NEU
166429015668834304	NEU
166458833198256128	P
166481164238983168	P
166493492409942016	N
166494623534022656	NEU
166525375730552833	NEU
166605320251117568	NEU
166631498986954752	P
166892307830939649	P
166940389549416448	NEU
167146191950327808	N
167147308939612160	NEU
167160715654864896	N
167199247106719744	P
167249446114045952	N
167278816853639170	N
167324429771227138	P
167533128880107520	N
167581756743102464	N
167596291881304065	P
167642924052520960	N
167741397242355712	NEU
167878832425156609	P
167927027222069248	NEU
167942996170510336	P
167970501715701760	N
167982873020858368	NEU
168033414132404224	N
168197078437203968	NEU
168262615162822656	NEU
168286582506401792	P
168288124298993664	NEU
168294743455956992	P
168317585543270400	P
168342955558572032	P
168370413078974466	P
168463736397512705	NEU
168628183191650304	N
168715392963977217	P
168787346794364928	NEU
168976230375358466	N
169007430850711552	N
169027234877816832	N
169036417568227328	N
169055974345293825	NEU
169056491087740928	P
169064145944195072	NEU
169144766267797504	NEU
169166677714550784	P
169185855540432901	P
169313302663544834	NEU
169351761641996288	NEU
169383354200895489	P
169384282744307712	NEU
169387774892457989	N
169398189944881152	N
169398229782376448	NEU
169431179961958402	NEU
169436383843323904	P
169447113967673344	P
169548980844367873	NEU
169591862691246081	P
169678791126421505	NEU
169679191346917377	NEU
169683287332241408	N
169689604704829440	N
169729972414590976	N
169738568720334848	N
169741329054711808	NEU
169771618560770049	P
169778712114511872	N
169803298214391810	N
169821946798813184	NEU
169832234486988800	P
169855107767345154	P
169900932006551552	P
169909393574469634	N
169911849226223616	NEU
170049583131541505	P
170094468341567488	NEU
170100123144171521	N
170151065881284608	N
170156917501591553	NEU
170235624744423425	P
170395700234956801	NEU
170406218572111872	NEU
170480520369676289	N
170526984236048384	N
170577731132723200	N
170623289654394881	P
170634289682190336	P
170641295260393472	NEU
170667202847064064	NEU
170796297941557249	NEU
170801227242807296	P
170810425947074560	NEU
170889729905143808	NEU
170944830204162048	N
170964352449515520	N
170976552694185985	N
170976911693066240	P
171195095444504576	P
171203157521731585	N
171217240153260032	N
171224814655250433	N
171267326421905410	N
171288914894663680	NEU
171326217214115840	NEU
171363940536815616	P
171474614390759425	N
171545024360742912	P
171568583757930496	N
171669553338777600	P
171726199343689728	N
171886859574722560	NEU
171925693205200896	N
171952203836297216	P
171981521266278400	P
172020211162165248	N
172024882211733505	P
172029608512847875	NEU
172075404402757632	N
172077422114639872	P
172133789676474368	P
172238950965063680	N
172251378255790080	P
172275409235349504	NEU
172309456951054336	N
172372272630341634	N
172402222062243840	P
172601088787230720	NEU
172606727164936193	P
172655119450648576	NEU
172671832250523648	P
172784926989627392	NEU
172811743393873921	NEU
172978264632078336	P
172982417546690560	NEU
173000564878229505	P
173004185405624320	N
173033739339837440	P
173063715602710530	NEU
173073528516640769	N
173107608964706305	P
173133026283368448	NEU
173179604566159360	N
173308135329628160	N
173403143642677248	NEU
173416329196486657	N
173466768508076032	NEU
173479809895243776	P
173816372541927427	NEU
173817922911866881	P
173852115419136001	NEU
174003601734250496	P
174071073908850688	NEU
174101100327215104	N
174112891585298433	NEU
174121874664591360	P
174188380333158400	N
174192057554964480	N
174198091417792512	N
174385713800937472	NEU
174416165374918656	P
174419076351930369	NEU
174462864428511232	N
174554296157880320	NEU
174556465653223424	NEU
174566576765419520	NEU
174604646336315392	N
174635045032693763	NEU
174720494141046785	P
174855395993595904	P
174875458335285248	NEU
174880105955463168	N
174938292045881344	NEU
174946995922931712	P
174967573669089280	P
175007416973398016	P
175159915923513344	N
175210392912539648	NEU
175216713992896513	N
175342538130067456	N
175364278570856448	NEU
175376023955849217	P
175500956929245184	NEU
175501185028067328	NEU
175522268431126528	NEU
175557680360992769	N
175559162745466880	P
175571066100527104	N
175602722475749376	N
175879836764610560	NEU
175880989854281728	P
175895823081668609	N
175938647953117184	NEU
175980666008244224	N
176079309402931200	P
176229434406350848	NEU
176230336659849217	NEU
176230460769308672	NEU
176235933241323520	NEU
176429153149665280	NEU
176543148607148032	N
176570621952659456	NEU
176573398732902400	NEU
176710395036307456	N
176935047633448960	N
176956815546908673	N
177014374966370304	NEU
177034560259883008	P
177052678290022401	P
177053910261960704	N
177060389522124800	P
177109213724676096	N
177278630228017152	P
177303325698572289	P
177313690360614912	P
177318127611289600	P
177324996560031744	N
177334891510374400	NEU
177442792346365952	NEU
177459490688475136	P
177472699877175296	N
177512096207093760	N
177648696593350656	NEU
177679761198432256	P
177711718963748864	NEU
177722554847469571	N
177745063701516288	P
177792015134765056	P
177807618075668480	NEU
177831988965810176	P
177832892091744256	P
177857252999430144	N
178054077199036416	P
178057260000485377	NEU
178084345821667328	N
178100218590527488	NEU
178146969028538368	P
178170788388683776	NEU
178174734347927552	NEU
178197939771019265	N
178236944193556480	N
178279623577186305	N
178440509684056064	NEU
178479751676178433	NEU
178516258336161794	NEU
178549884859842561	P
178603939485319168	P
178653667833024512	N
178757274192445441	P
178920320349122560	NEU
178935065814892544	NEU
178959449170526209	N
178996000520810496	P
179098008787488768	NEU
179127248404758528	N
179180807603240962	N
179211637948035073	NEU
179221669133565952	NEU
179285506763390976	N
179307073773895680	NEU
179309352539275265	N
179321977918599168	N
179463462068551680	NEU
179478728789856256	N
179483774504009728	N
179544489361285120	P
179585732241920000	N
179794635416272896	NEU
179810250877181952	N
179835943086333952	NEU
179883317024399360	P
179907259470585856	N
179911379183079424	NEU
179966358640017408	NEU
180017903830179841	NEU
180019935366488064	NEU
180046669340086273	N
180105103238373376	NEU
180106237889880064	P
180204282988081153	P
180223700862377984	P
180241779147288576	N
180375338117890051	P
180413234883473410	NEU
180422779181608960	P
180531499899166720	N
180550219862257665	NEU
180561666570858496	NEU
180581505918189568	NEU
180589512165031936	NEU
180663296003805185	NEU
180725709860380672	NEU
180732021809754115	N
181025914426097667	P
181115753775382529	NEU
181285722664337408	P
181292404421296128	P
181518353662353408	P
181520921159413760	N
181655726190624769	N
181667564357820416	P
181704417278570496	P
181719585790246912	P
181794614565539840	P
181799579199614976	NEU
181802668426141696	N
181831310086639617	NEU
181831540282634241	P
181845062374801408	N
181875300710367233	P
181982221916307457	P
181986069317824512	NEU
182038820215201792	P
182046899552006144	N
182065892136468481	P
182073751125495808	NEU
182108889838395392	N
182118247410302977	N
182154430773334016	P
182180734738513920	N
182212469605924865	NEU
182232298316509185	P
182251921002872832	P
182264789316272128	NEU
182363322165899264	NEU
182378865400885248	P
182387779458699265	NEU
182393140509020161	N
182421193016619010	N
182452840285999104	NEU
182540116600946689	N
182577715696775169	NEU
182596051604209664	NEU
182599818613501952	NEU
182736875541368833	NEU
182755734864412672	N
182843617319202818	NEU
182968922373496832	NEU
182970354434703362	P
182976087750475776	NEU
183094333371723776	P
183126698223611905	P
183134986797457408	NEU
183150214046154752	NEU
183248494650343424	NEU
183262380598374400	P
183306043282042880	NEU
183306942486290434	P
183319853208313856	N
183519989062569984	NEU
183572623232466944	P
183584929345572864	N
183630209197678592	P
183632008981921793	P
183814518076485633	N
183957143886626816	N
183974197846999041	NEU
183974528651767809	N
183975311279521794	NEU
183981930474246144	N
183989714758545408	NEU
183994946724954112	NEU
184012484166959104	N
184020541018079234	NEU
184025311468453888	N
184025975762329601	NEU
184040413814988800	P
184042801942630401	N
184051250969591809	NEU
184052453816270850	NEU
184144534006013953	NEU
184171764132216832	NEU
184201698783412225	N
184246167197061120	N
184290782696579072	P
184304370941313024	N
184316175465979906	P
184324670923866112	P
184366062828134402	N
184518101067513856	P
184578730109313024	P
184586459427250177	NEU
184614639773028352	P
184762131831472128	NEU
184862807186083840	NEU
184883159047995393	NEU
184944512655826944	N
184956479290355712	P
184985767259549696	P
185000633823264768	NEU
185043414415441920	NEU
185052693868457984	NEU
185093147494322176	P
185117971998457856	NEU
185235986639372288	NEU
185258024137527296	NEU
185283195091165184	P
185292507846942720	NEU
185331808085360641	P
185333040426401792	NEU
185343172824678400	N
185447792993509376	NEU
185473755512963072	NEU
185561466898882560	P
185613376100122624	NEU
185617305672232960	NEU
185655970599403520	NEU
185712309652566016	NEU
185788178127536128	N
185789927336849408	N
186004449309888513	NEU
186022220261371904	P
186120552593891329	N
186401203960299522	P
186422083767631872	NEU
186504137851146240	NEU
186522765141094400	P
186701447121997825	NEU
186771368170356736	N
186808784516165632	N
186824011248963586	P
186828529441312768	P
186839265974566912	P
186871108346183680	N
186876708794802177	NEU
186990150960689152	NEU
187076658245804033	P
187091986170392577	NEU
187133475973906432	NEU
187237658710380544	NEU
187263498668097536	N
187522933814607872	N
187568307770101760	P
187568778018689024	P
187581533140430849	NEU
187589812662976512	NEU
187648210360209408	P
187686559099785218	P
187824914173145088	N
187855666407424000	N
187857502132637696	N
187867163460251649	NEU
187869274302451712	NEU
187945912188936192	N
187965291236556802	P
188006329867177986	NEU
188204922876071937	P
188222809875554304	N
188269476934991874	P
188283610414063617	P
188340793541529600	NEU
188562971914551297	NEU
188591483270598657	P
188653954970820608	P
188706138089467904	P
188714920576155648	N
188957041467990016	N
189010083978543105	NEU
189072162395664384	NEU
189082193941893120	P
189262459364851712	NEU
189288232796700672	N
189326260332269569	NEU
189327439212720128	N
189330281252139008	NEU
189384272996610049	N
189394027198689280	N
189413805397250049	N
189461240664436737	P
189534248686989314	P
189614120235040768	N
189747122378244096	N
189769741110484992	NEU
189828787582664704	N
